customer_id,region_id,product_category,last_purchase_date,satisfaction_score,complaint_type,service_rating
C9044,R003,AC,2024-03-16,3.7,Installation Delay,3
C3663,R008,Washing Machine,2024-03-09,3.4,None,4
C4652,R005,Laptop,2024-02-28,3.7,Unresponsive Support,3
C4694,R008,AC,2024-02-07,4.0,Unresponsive Support,4
C9543,R001,Smartphone,2024-03-04,2.9,None,3
C1891,R008,TV,2024-04-21,2.0,Installation Delay,2
C8896,R005,Washing Machine,2024-01-11,2.8,Installation Delay,4
C2158,R008,Washing Machine,2024-05-12,2.5,Installation Delay,5
C9048,R004,Smartphone,2024-02-24,3.0,Installation Delay,2
C6166,R009,Washing Machine,2024-05-11,3.6,None,1
C5844,R005,Smartphone,2024-02-02,4.5,Rude Staff,3
C5116,R006,Washing Machine,2024-04-15,2.0,Late Delivery,5
C7350,R008,Smartphone,2024-04-17,3.1,None,5
C8645,R010,AC,2024-03-30,2.9,Product Defect,5
C9599,R006,AC,2024-03-16,3.3,Unresponsive Support,1
C3362,R006,Washing Machine,2024-06-14,2.8,Late Delivery,3
C6693,R001,Washing Machine,2024-06-20,5.0,None,5
C2740,R002,AC,2024-02-06,2.2,Late Delivery,5
C3559,R008,TV,2024-06-08,4.9,Product Defect,2
C4376,R005,Washing Machine,2024-04-17,2.9,Late Delivery,3
C5231,R003,Laptop,2024-03-12,2.9,Installation Delay,5
C1450,R002,AC,2024-04-07,3.5,Installation Delay,4
C9486,R002,AC,2024-03-04,3.8,Unresponsive Support,1
C8333,R009,AC,2024-05-12,4.5,Late Delivery,4
C1676,R007,TV,2024-06-04,2.1,Installation Delay,1
C8870,R004,Smartphone,2024-02-01,3.2,Product Defect,3
C9967,R003,Smartphone,2024-03-30,3.3,Late Delivery,4
C7378,R005,Laptop,2024-05-04,4.6,Late Delivery,1
C6273,R001,Washing Machine,2024-01-05,3.2,Product Defect,2
C3760,R009,Washing Machine,2024-02-16,4.5,Product Defect,4
C6517,R008,TV,2024-01-02,4.8,Rude Staff,4
C4537,R005,AC,2024-04-08,2.6,Product Defect,2
C4929,R006,TV,2024-03-19,4.6,Installation Delay,1
C9960,R003,AC,2024-01-04,4.5,Rude Staff,1
C2577,R010,Smartphone,2024-02-13,4.2,Installation Delay,2
C2025,R002,TV,2024-02-13,4.0,Product Defect,4
C3319,R008,Laptop,2024-01-23,3.1,Installation Delay,3
C5134,R006,Washing Machine,2024-02-27,4.2,None,2
C4396,R002,Smartphone,2024-02-08,4.0,Installation Delay,4
C5066,R005,Smartphone,2024-01-16,2.3,Product Defect,3
C1622,R001,Smartphone,2024-06-04,2.9,Unresponsive Support,1
C5657,R007,TV,2024-05-17,2.4,Unresponsive Support,2
C6227,R009,Washing Machine,2024-03-10,3.1,None,5
C8174,R009,Washing Machine,2024-06-24,3.8,Rude Staff,5
C5174,R002,Smartphone,2024-05-03,3.0,Product Defect,3
C1051,R003,Laptop,2024-06-17,4.1,Rude Staff,1
C3431,R010,TV,2024-06-21,5.0,Unresponsive Support,3
C3123,R003,Laptop,2024-06-30,3.9,Product Defect,1
C5581,R006,Washing Machine,2024-04-17,4.2,Unresponsive Support,5
C1491,R003,AC,2024-01-24,3.6,Product Defect,4
C8476,R010,AC,2024-05-25,4.8,Unresponsive Support,5
C4697,R005,Smartphone,2024-03-01,2.6,Product Defect,3
C3706,R003,Washing Machine,2024-02-13,4.1,Product Defect,5
C8658,R003,Laptop,2024-05-01,2.0,Unresponsive Support,2
C9579,R007,AC,2024-02-07,4.1,None,2
C5705,R007,Washing Machine,2024-02-25,3.3,Installation Delay,4
C6280,R010,Laptop,2024-06-15,4.7,Installation Delay,3
C5713,R004,Laptop,2024-06-29,4.5,Installation Delay,2
C8121,R006,Washing Machine,2024-05-11,3.9,Late Delivery,2
C3720,R003,TV,2024-01-15,5.0,Rude Staff,2
C1100,R010,TV,2024-02-07,2.9,None,4
C5285,R009,AC,2024-02-04,4.9,None,3
C6976,R002,AC,2024-02-07,4.7,Installation Delay,1
C9456,R008,Washing Machine,2024-03-17,2.6,Late Delivery,3
C4367,R010,Laptop,2024-05-02,4.0,Late Delivery,4
C5153,R006,Smartphone,2024-01-22,2.7,Product Defect,3
C1565,R010,Washing Machine,2024-02-04,4.1,Unresponsive Support,4
C3432,R005,Washing Machine,2024-05-23,2.4,Installation Delay,5
C7649,R010,TV,2024-03-02,3.4,Late Delivery,3
C4189,R002,TV,2024-05-04,4.5,Rude Staff,2
C8867,R010,TV,2024-03-12,2.3,Rude Staff,1
C4413,R006,Smartphone,2024-06-03,4.2,Installation Delay,4
C6958,R006,Washing Machine,2024-06-15,2.0,Unresponsive Support,4
C7280,R004,TV,2024-05-13,4.7,Rude Staff,1
C5234,R004,TV,2024-03-27,4.0,Rude Staff,4
C5932,R009,Smartphone,2024-05-31,4.3,Product Defect,3
C8125,R008,TV,2024-04-25,3.9,Late Delivery,4
C7237,R003,AC,2024-06-24,2.3,Rude Staff,2
C8944,R002,Laptop,2024-03-25,3.0,Rude Staff,2
C4340,R005,Smartphone,2024-06-17,4.4,Rude Staff,5
C2885,R008,Smartphone,2024-03-18,4.1,Unresponsive Support,4
C8796,R001,TV,2024-05-27,3.2,Product Defect,4
C3603,R002,Laptop,2024-02-20,2.0,Late Delivery,5
C8369,R001,TV,2024-06-22,3.4,Late Delivery,3
C6768,R001,AC,2024-03-31,4.6,Unresponsive Support,1
C7821,R006,Washing Machine,2024-04-02,3.7,Product Defect,3
C1893,R002,Smartphone,2024-04-30,2.1,Rude Staff,4
C3716,R005,Washing Machine,2024-06-18,3.5,Rude Staff,1
C8491,R005,Washing Machine,2024-05-04,3.9,Product Defect,4
C7222,R010,Washing Machine,2024-02-06,4.5,Installation Delay,3
C6006,R005,Laptop,2024-05-12,3.2,Late Delivery,1
C1881,R008,Washing Machine,2024-02-29,4.1,Rude Staff,5
C2157,R001,TV,2024-01-12,3.7,Installation Delay,3
C8143,R005,Laptop,2024-03-07,3.9,Late Delivery,5
C7445,R002,Laptop,2024-06-03,4.1,Rude Staff,1
C4940,R010,TV,2024-06-21,3.3,Product Defect,4
C3582,R002,TV,2024-02-24,3.3,Unresponsive Support,4
C3817,R001,Smartphone,2024-05-24,4.5,Unresponsive Support,3
C9473,R002,AC,2024-06-25,2.8,Product Defect,2
C4934,R002,Laptop,2024-06-05,4.7,Product Defect,4
C8779,R010,Washing Machine,2024-04-28,2.2,Rude Staff,5
C9983,R010,Washing Machine,2024-02-22,4.5,None,4
C9149,R010,Smartphone,2024-01-01,3.2,Rude Staff,2
C3696,R005,Washing Machine,2024-04-10,3.5,Product Defect,1
C9819,R002,TV,2024-03-07,4.7,None,5
C7320,R001,Washing Machine,2024-04-13,4.0,None,4
C9986,R001,Laptop,2024-01-17,4.1,Unresponsive Support,4
C7364,R001,AC,2024-01-10,3.8,Unresponsive Support,1
C7238,R006,TV,2024-06-02,3.6,Installation Delay,4
C7249,R003,TV,2024-03-27,4.1,Late Delivery,3
C4778,R007,Smartphone,2024-02-09,3.7,Rude Staff,2
C8012,R008,Smartphone,2024-02-25,4.5,Late Delivery,5
C1107,R007,Laptop,2024-02-21,3.9,Unresponsive Support,1
C4248,R008,Laptop,2024-03-30,4.3,None,1
C4773,R004,AC,2024-01-05,2.4,Rude Staff,2
C6518,R007,Washing Machine,2024-05-16,3.6,None,4
C2770,R005,AC,2024-06-21,2.4,Late Delivery,1
C6061,R010,Washing Machine,2024-03-19,2.6,Product Defect,5
C3095,R009,Laptop,2024-05-07,3.4,Late Delivery,4
C6473,R002,TV,2024-02-11,3.3,None,1
C5255,R010,TV,2024-04-03,3.9,Installation Delay,2
C2647,R007,TV,2024-04-22,2.3,Product Defect,5
C6467,R007,Laptop,2024-05-22,3.8,Unresponsive Support,4
C7780,R008,Smartphone,2024-02-25,4.7,Installation Delay,2
C7904,R001,Washing Machine,2024-03-07,2.4,Late Delivery,4
C9790,R003,Washing Machine,2024-04-16,3.3,Installation Delay,3
C2439,R009,Washing Machine,2024-06-19,2.1,Installation Delay,3
C4037,R001,Smartphone,2024-01-17,4.8,Unresponsive Support,3
C5399,R010,AC,2024-03-21,2.8,None,5
C3369,R005,Smartphone,2024-01-03,3.0,Rude Staff,1
C8287,R006,TV,2024-03-04,4.0,Late Delivery,4
C2574,R007,Washing Machine,2024-05-10,4.5,Rude Staff,3
C9031,R001,Laptop,2024-03-30,3.4,Installation Delay,1
C8671,R010,Smartphone,2024-02-28,3.8,Late Delivery,4
C6973,R006,Washing Machine,2024-03-27,3.9,Late Delivery,1
C1468,R002,AC,2024-01-18,2.4,Installation Delay,4
C3185,R001,Smartphone,2024-03-15,2.3,Installation Delay,5
C4373,R008,Washing Machine,2024-03-22,4.6,None,5
C9273,R001,TV,2024-03-16,3.8,Late Delivery,4
C4123,R002,Laptop,2024-06-15,4.0,None,3
C3283,R006,AC,2024-01-03,3.3,Unresponsive Support,5
C1266,R001,Laptop,2024-05-08,3.5,Unresponsive Support,1
C5007,R004,Smartphone,2024-02-01,2.5,Installation Delay,3
C7676,R010,AC,2024-06-19,3.7,Rude Staff,2
C3983,R002,Laptop,2024-06-26,3.4,Rude Staff,2
C6928,R002,Laptop,2024-02-23,3.4,None,4
C4181,R007,TV,2024-02-17,2.3,Rude Staff,1
C2235,R001,TV,2024-01-29,2.6,Unresponsive Support,3
C9868,R005,Smartphone,2024-04-07,3.2,Installation Delay,4
C2520,R004,Washing Machine,2024-06-21,5.0,Late Delivery,4
C7434,R007,Washing Machine,2024-02-08,3.5,None,2
C4048,R003,Washing Machine,2024-02-07,3.3,Installation Delay,4
C7311,R007,AC,2024-03-27,3.9,None,2
C7649,R007,AC,2024-06-13,2.1,Unresponsive Support,2
C4399,R010,Washing Machine,2024-02-10,4.8,None,1
C6704,R008,AC,2024-05-13,3.4,Installation Delay,1
C7171,R007,Washing Machine,2024-05-13,2.4,None,3
C7623,R009,AC,2024-05-09,2.0,None,2
C7805,R005,Smartphone,2024-01-02,2.6,Rude Staff,4
C4618,R004,Washing Machine,2024-04-07,4.8,None,5
C5851,R010,TV,2024-06-05,3.6,Unresponsive Support,2
C5758,R007,Laptop,2024-04-04,4.2,None,5
C5317,R003,Washing Machine,2024-03-06,2.3,Unresponsive Support,1
C3497,R004,Smartphone,2024-01-24,2.9,Unresponsive Support,5
C8105,R002,AC,2024-06-28,3.8,Unresponsive Support,1
C6567,R008,TV,2024-01-18,5.0,Late Delivery,2
C3138,R005,TV,2024-01-04,2.2,Unresponsive Support,5
C1506,R009,Smartphone,2024-01-02,4.6,Installation Delay,3
C6520,R006,TV,2024-06-13,2.3,Product Defect,3
C9250,R009,Washing Machine,2024-02-13,3.6,None,2
C9366,R004,AC,2024-01-17,2.5,Late Delivery,3
C9575,R007,AC,2024-02-18,3.0,Product Defect,2
C6751,R006,TV,2024-03-10,4.1,None,2
C8077,R009,Smartphone,2024-03-18,4.1,Unresponsive Support,4
C5506,R006,Washing Machine,2024-05-05,4.9,Late Delivery,1
C1525,R002,Smartphone,2024-02-24,4.0,Installation Delay,4
C5063,R006,AC,2024-02-16,3.5,None,3
C9191,R006,AC,2024-02-22,3.7,Rude Staff,1
C2352,R008,TV,2024-01-28,2.4,Rude Staff,4
C9941,R009,Laptop,2024-06-30,4.7,Rude Staff,3
C9164,R009,Laptop,2024-06-05,4.1,Product Defect,1
C4833,R001,AC,2024-03-14,4.3,Late Delivery,1
C8690,R006,Smartphone,2024-03-14,4.7,Installation Delay,5
C8451,R004,Smartphone,2024-05-25,3.7,Product Defect,1
C9672,R004,Laptop,2024-02-06,2.4,None,2
C5839,R003,AC,2024-02-29,4.8,Rude Staff,2
C4441,R002,Laptop,2024-01-27,4.0,Unresponsive Support,2
C4519,R006,Smartphone,2024-03-07,4.6,Product Defect,4
C1708,R003,Smartphone,2024-05-14,4.4,Product Defect,1
C3423,R006,TV,2024-06-12,3.0,Unresponsive Support,5
C8668,R004,Laptop,2024-01-19,2.7,Unresponsive Support,4
C1147,R005,AC,2024-01-01,2.5,Late Delivery,2
C7567,R007,AC,2024-06-22,4.8,Product Defect,3
C5707,R002,Smartphone,2024-01-22,3.6,Late Delivery,2
C7452,R008,AC,2024-04-19,2.4,Installation Delay,5
C2031,R009,Laptop,2024-01-17,4.8,Rude Staff,4
C5975,R008,Smartphone,2024-03-14,2.4,Unresponsive Support,5
C4422,R004,TV,2024-05-20,2.1,Rude Staff,4
C5197,R003,AC,2024-03-25,3.6,Rude Staff,4
C3630,R009,Smartphone,2024-04-08,2.3,None,5
C7172,R007,Laptop,2024-04-03,4.2,Installation Delay,5
C5822,R003,Smartphone,2024-03-24,4.5,Late Delivery,2
C3691,R004,AC,2024-02-16,4.4,Late Delivery,3
C5107,R001,TV,2024-04-13,4.7,Late Delivery,1
C5610,R005,TV,2024-04-27,2.3,Unresponsive Support,1
C8473,R007,Washing Machine,2024-04-16,4.3,Unresponsive Support,5
C1113,R006,Smartphone,2024-03-02,2.4,None,5
C4722,R010,Laptop,2024-03-15,2.1,Rude Staff,5
C1422,R007,TV,2024-02-19,2.0,Unresponsive Support,5
C1630,R001,Smartphone,2024-02-13,2.4,Late Delivery,1
C8205,R009,Washing Machine,2024-03-29,3.4,Rude Staff,2
C4897,R002,AC,2024-03-28,3.7,Installation Delay,4
C5885,R001,AC,2024-06-12,2.5,Rude Staff,3
C4247,R004,AC,2024-06-29,4.5,Rude Staff,5
C5040,R002,AC,2024-02-10,4.5,Late Delivery,1
C3768,R003,Laptop,2024-04-24,3.6,Product Defect,4
C5769,R004,AC,2024-04-17,3.3,Installation Delay,2
C1858,R007,Laptop,2024-06-12,4.8,Unresponsive Support,1
C8768,R009,Smartphone,2024-01-07,3.2,Installation Delay,4
C9184,R001,Laptop,2024-01-07,3.8,Product Defect,2
C8490,R008,TV,2024-03-10,4.5,Rude Staff,3
C3896,R008,Washing Machine,2024-03-25,2.4,Late Delivery,2
C3858,R003,TV,2024-05-11,3.3,None,5
C2371,R004,TV,2024-03-13,3.9,None,1
C1603,R003,Smartphone,2024-06-13,2.1,Installation Delay,3
C3673,R009,Laptop,2024-02-23,3.2,Product Defect,4
C7635,R009,Laptop,2024-01-29,4.5,Rude Staff,3
C8198,R003,Washing Machine,2024-03-12,3.4,Product Defect,5
C5746,R009,Smartphone,2024-04-26,3.8,Late Delivery,4
C2767,R001,AC,2024-01-26,4.2,None,2
C8247,R006,Smartphone,2024-05-01,2.8,Late Delivery,3
C8113,R004,Smartphone,2024-05-04,4.6,None,3
C7841,R004,Laptop,2024-01-07,4.1,Late Delivery,4
C7396,R009,Laptop,2024-06-04,4.4,Product Defect,3
C1499,R007,Laptop,2024-06-08,4.9,Product Defect,2
C8370,R004,TV,2024-01-23,2.4,Product Defect,3
C7051,R005,Washing Machine,2024-05-26,3.7,Unresponsive Support,5
C6593,R006,TV,2024-04-13,2.4,None,4
C1348,R002,AC,2024-02-22,4.8,Rude Staff,1
C5247,R005,TV,2024-03-19,2.5,Unresponsive Support,5
C1713,R008,Laptop,2024-01-25,4.4,Late Delivery,5
C7261,R001,Smartphone,2024-05-18,4.0,Product Defect,1
C4299,R008,TV,2024-04-22,3.1,Product Defect,3
C1579,R008,AC,2024-04-09,2.2,Rude Staff,1
C3756,R002,Washing Machine,2024-04-12,4.3,None,4
C3488,R004,Washing Machine,2024-05-26,4.1,None,5
C6300,R001,Smartphone,2024-03-25,3.2,Late Delivery,2
C7064,R006,TV,2024-03-19,4.6,Unresponsive Support,2
C7520,R006,AC,2024-04-24,3.4,Unresponsive Support,3
C3783,R009,Laptop,2024-05-14,4.1,Rude Staff,2
C4131,R006,Laptop,2024-01-17,3.7,Late Delivery,1
C1146,R003,AC,2024-02-29,2.8,Unresponsive Support,1
C2029,R003,AC,2024-01-20,2.1,Late Delivery,1
C6693,R003,TV,2024-03-31,2.4,Installation Delay,1
C5337,R009,Washing Machine,2024-03-17,3.4,Late Delivery,4
C1813,R003,Washing Machine,2024-03-19,4.3,Rude Staff,1
C5670,R001,Smartphone,2024-05-13,4.2,Unresponsive Support,4
C1250,R007,Washing Machine,2024-04-09,3.1,Installation Delay,3
C9021,R003,Laptop,2024-04-23,4.2,Rude Staff,1
C4738,R007,AC,2024-05-07,2.4,Unresponsive Support,5
C4389,R006,Washing Machine,2024-01-16,2.2,Rude Staff,4
C7733,R001,Washing Machine,2024-03-12,3.0,Installation Delay,2
C4701,R009,Washing Machine,2024-01-08,2.6,Unresponsive Support,2
C2438,R003,TV,2024-04-04,2.9,None,3
C8551,R010,Smartphone,2024-04-27,2.1,Installation Delay,1
C5366,R002,AC,2024-02-17,2.2,Product Defect,4
C4588,R005,AC,2024-04-30,3.1,None,3
C3433,R008,Laptop,2024-04-22,2.8,Product Defect,3
C2045,R008,AC,2024-04-07,4.0,Installation Delay,5
C3934,R008,Laptop,2024-01-10,5.0,Late Delivery,2
C6054,R009,TV,2024-01-10,2.1,Unresponsive Support,2
C1222,R010,AC,2024-05-22,3.5,Rude Staff,2
C2307,R009,Laptop,2024-05-11,3.3,Unresponsive Support,2
C3866,R005,Laptop,2024-03-10,3.2,Product Defect,2
C9145,R006,Laptop,2024-04-07,4.8,Late Delivery,1
C8361,R009,Laptop,2024-02-02,4.0,Product Defect,1
C6322,R002,Washing Machine,2024-06-23,4.5,Late Delivery,3
C5541,R002,Laptop,2024-05-31,2.1,Late Delivery,2
C7575,R003,Washing Machine,2024-02-20,4.4,None,5
C1206,R004,Smartphone,2024-03-23,2.6,Rude Staff,1
C4817,R007,Smartphone,2024-06-04,2.6,Unresponsive Support,1
C6347,R010,TV,2024-05-07,4.7,Unresponsive Support,5
C4309,R006,Washing Machine,2024-01-19,4.4,Rude Staff,5
C4057,R009,Smartphone,2024-01-10,2.9,Rude Staff,3
C6118,R009,Smartphone,2024-05-20,3.5,Product Defect,1
C5740,R004,Laptop,2024-05-10,3.0,Late Delivery,5
C7479,R005,Smartphone,2024-05-04,4.6,Late Delivery,4
C8432,R006,Washing Machine,2024-01-13,2.9,Product Defect,4
C4073,R002,TV,2024-02-01,2.3,Late Delivery,1
C5800,R009,Washing Machine,2024-05-09,2.1,None,2
C8296,R010,Laptop,2024-03-10,3.4,Rude Staff,3
C9275,R008,Smartphone,2024-01-05,3.5,Late Delivery,2
C5076,R008,Washing Machine,2024-05-23,4.7,Rude Staff,5
C3298,R001,Smartphone,2024-04-15,4.5,Product Defect,1
C4845,R010,Smartphone,2024-06-19,2.4,Installation Delay,1
C2457,R005,Washing Machine,2024-02-26,3.2,Installation Delay,3
C9317,R001,Washing Machine,2024-01-25,3.0,None,3
C6463,R008,Laptop,2024-06-20,2.1,Unresponsive Support,5
C7641,R004,Washing Machine,2024-01-27,2.1,Installation Delay,3
C4531,R008,TV,2024-06-28,4.1,None,1
C2694,R006,Washing Machine,2024-05-07,3.9,Installation Delay,1
C1138,R002,Laptop,2024-01-08,2.9,Unresponsive Support,1
C6318,R010,AC,2024-03-08,3.4,Product Defect,3
C7120,R002,AC,2024-06-27,3.5,Installation Delay,5
C9667,R010,TV,2024-05-26,3.1,Product Defect,3
C4777,R001,Smartphone,2024-03-14,4.2,Installation Delay,5
C3583,R007,Washing Machine,2024-04-06,3.0,Late Delivery,2
C4130,R009,Laptop,2024-01-19,2.6,Rude Staff,4
C3876,R007,Laptop,2024-04-21,2.5,Installation Delay,2
C4991,R002,Smartphone,2024-03-30,4.5,None,4
C2729,R007,TV,2024-05-20,3.3,Product Defect,3
C4513,R010,Washing Machine,2024-01-15,3.3,Installation Delay,2
C4320,R002,AC,2024-05-31,4.3,Rude Staff,4
C3333,R001,AC,2024-04-03,3.2,None,1
C1377,R002,TV,2024-02-04,5.0,Installation Delay,4
C1146,R003,Smartphone,2024-05-13,4.4,Late Delivery,3
C6921,R005,Washing Machine,2024-01-09,3.2,Installation Delay,1
C1763,R004,Laptop,2024-05-19,4.5,Installation Delay,4
C1497,R002,Laptop,2024-06-01,2.9,Product Defect,1
C3005,R005,AC,2024-04-22,4.4,Product Defect,2
C6346,R008,TV,2024-05-10,2.3,Late Delivery,4
C7747,R009,AC,2024-05-05,4.3,None,2
C5487,R007,Smartphone,2024-01-07,2.5,Installation Delay,4
C7451,R004,TV,2024-06-09,4.3,Rude Staff,1
C4653,R004,TV,2024-03-17,4.7,Rude Staff,1
C5993,R009,Laptop,2024-03-08,4.7,Product Defect,4
C5186,R008,Laptop,2024-06-11,4.6,Late Delivery,3
C9696,R008,AC,2024-02-01,4.9,None,5
C4470,R007,Laptop,2024-02-29,4.7,Installation Delay,1
C8173,R001,Laptop,2024-06-25,2.2,Rude Staff,2
C7071,R009,Washing Machine,2024-03-25,2.8,Unresponsive Support,2
C4855,R004,AC,2024-03-26,4.8,Product Defect,1
C7159,R002,Smartphone,2024-03-04,3.6,None,4
C8547,R001,TV,2024-06-10,2.1,Unresponsive Support,2
C3827,R002,Washing Machine,2024-04-07,2.9,Installation Delay,2
C3963,R006,Washing Machine,2024-01-20,3.1,Rude Staff,2
C2168,R004,Laptop,2024-04-15,2.6,None,2
C7159,R001,AC,2024-02-16,4.5,None,4
C1100,R010,AC,2024-05-10,2.1,Installation Delay,5
C3221,R005,AC,2024-05-28,2.8,None,2
C9224,R008,Smartphone,2024-03-23,4.1,Product Defect,2
C9777,R004,Smartphone,2024-02-22,3.9,None,3
C3722,R008,Smartphone,2024-04-13,2.5,Late Delivery,5
C1498,R010,Laptop,2024-05-21,4.1,Installation Delay,5
C8971,R001,AC,2024-04-11,3.2,Late Delivery,4
C9125,R007,AC,2024-03-03,3.2,Installation Delay,5
C2351,R008,Washing Machine,2024-05-01,4.3,Product Defect,4
C2656,R004,TV,2024-01-25,2.7,Product Defect,1
C9392,R002,Washing Machine,2024-03-08,3.9,None,1
C1057,R010,Smartphone,2024-02-20,2.8,Unresponsive Support,4
C9453,R010,Washing Machine,2024-03-28,3.6,Installation Delay,5
C1442,R003,Laptop,2024-01-02,3.6,Late Delivery,3
C2193,R006,TV,2024-06-02,2.2,Installation Delay,3
C6045,R009,Smartphone,2024-02-14,4.6,Installation Delay,4
C1070,R005,Smartphone,2024-06-01,3.4,Unresponsive Support,3
C3883,R007,Laptop,2024-01-22,3.6,None,1
C8733,R001,Smartphone,2024-05-10,3.5,Installation Delay,2
C3102,R008,TV,2024-04-20,2.8,Rude Staff,5
C8377,R002,TV,2024-05-31,4.8,Installation Delay,2
C1547,R004,Laptop,2024-04-16,4.6,None,4
C5993,R001,Washing Machine,2024-01-12,2.4,Late Delivery,5
C9568,R005,TV,2024-04-27,4.4,Installation Delay,3
C7401,R009,AC,2024-04-03,4.3,Late Delivery,2
C3079,R009,Smartphone,2024-04-08,4.8,Installation Delay,2
C3213,R010,AC,2024-06-15,4.0,Unresponsive Support,2
C5979,R004,TV,2024-04-13,3.1,Installation Delay,3
C5210,R009,TV,2024-06-06,3.1,Rude Staff,1
C9108,R010,Smartphone,2024-02-10,2.1,Unresponsive Support,3
C8975,R005,TV,2024-04-19,3.5,Rude Staff,1
C8619,R007,Laptop,2024-05-18,2.2,Unresponsive Support,3
C7487,R002,Washing Machine,2024-01-01,2.9,Product Defect,3
C1531,R007,Washing Machine,2024-04-05,3.5,Late Delivery,5
C9860,R002,Washing Machine,2024-03-20,3.6,Late Delivery,1
C5857,R010,Laptop,2024-06-09,4.1,Rude Staff,1
C4802,R009,TV,2024-01-05,3.4,None,1
C1273,R004,AC,2024-04-28,3.5,Late Delivery,1
C3585,R008,TV,2024-01-30,3.8,Unresponsive Support,5
C6423,R004,Smartphone,2024-03-27,2.3,Late Delivery,4
C6388,R002,Laptop,2024-01-10,2.0,Rude Staff,1
C7286,R001,TV,2024-06-25,2.6,Late Delivery,3
C2649,R002,AC,2024-02-28,4.8,None,4
C8441,R002,Laptop,2024-06-03,2.0,Late Delivery,1
C8392,R005,Smartphone,2024-01-26,3.2,None,2
C8839,R001,TV,2024-06-21,2.2,None,4
C3064,R007,AC,2024-03-07,2.5,Late Delivery,5
C5827,R002,Laptop,2024-04-08,4.4,Product Defect,2
C5680,R004,TV,2024-06-25,2.1,Rude Staff,4
C4824,R001,TV,2024-01-23,2.5,Unresponsive Support,4
C7507,R003,AC,2024-03-13,2.1,Installation Delay,3
C5638,R009,TV,2024-05-17,3.6,Rude Staff,1
C5693,R003,TV,2024-05-20,4.8,None,5
C1171,R009,AC,2024-04-28,4.4,Late Delivery,1
C6651,R007,Smartphone,2024-03-16,3.8,Rude Staff,3
C8123,R007,Smartphone,2024-01-28,3.6,Late Delivery,5
C5258,R006,Washing Machine,2024-01-17,3.6,Unresponsive Support,3
C1775,R004,TV,2024-06-13,2.7,Late Delivery,4
C9161,R005,Laptop,2024-01-06,4.9,Unresponsive Support,3
C7556,R002,Washing Machine,2024-05-28,2.1,Rude Staff,5
C4763,R010,Washing Machine,2024-01-18,4.3,Rude Staff,5
C7121,R003,Smartphone,2024-01-30,4.9,Rude Staff,4
C2000,R007,Smartphone,2024-06-04,3.2,Late Delivery,4
C1717,R002,Washing Machine,2024-06-30,3.2,Installation Delay,3
C9791,R009,Laptop,2024-05-04,2.7,Product Defect,1
C7728,R002,Laptop,2024-04-28,3.1,None,1
C5483,R005,Smartphone,2024-02-14,2.6,None,2
C9101,R008,TV,2024-01-17,3.9,Rude Staff,2
C3549,R009,Smartphone,2024-03-14,2.1,Product Defect,3
C7036,R007,TV,2024-02-27,2.8,Installation Delay,2
C3331,R002,Laptop,2024-02-08,4.2,Product Defect,3
C6065,R007,AC,2024-05-14,3.4,Late Delivery,4
C1905,R005,Laptop,2024-05-10,4.2,Rude Staff,1
C2981,R006,Washing Machine,2024-01-03,2.6,Late Delivery,1
C8485,R002,Washing Machine,2024-06-19,4.2,Late Delivery,3
C3717,R010,Laptop,2024-03-03,3.4,Late Delivery,1
C5943,R005,Smartphone,2024-06-09,3.4,Installation Delay,3
C4070,R008,Laptop,2024-01-07,4.5,Unresponsive Support,2
C9505,R006,Smartphone,2024-04-20,2.9,Unresponsive Support,5
C5160,R003,AC,2024-04-25,3.0,Product Defect,3
C3219,R002,AC,2024-01-13,2.6,Unresponsive Support,2
C3778,R008,TV,2024-04-23,4.5,Late Delivery,2
C8735,R010,Laptop,2024-06-12,3.6,Rude Staff,2
C2879,R003,TV,2024-02-19,4.8,Installation Delay,4
C7729,R010,Laptop,2024-05-28,4.7,Unresponsive Support,1
C3766,R004,AC,2024-01-18,4.0,Rude Staff,4
C9643,R009,TV,2024-02-20,3.1,Late Delivery,4
C8898,R001,Laptop,2024-03-14,3.2,Late Delivery,5
C2334,R008,Washing Machine,2024-01-04,3.6,None,1
C9887,R010,Smartphone,2024-04-18,4.9,Late Delivery,3
C4747,R006,Smartphone,2024-05-28,4.1,Late Delivery,5
C5006,R005,Washing Machine,2024-01-28,2.5,Unresponsive Support,4
C7469,R003,Smartphone,2024-03-22,4.1,None,4
C6621,R005,Washing Machine,2024-03-08,4.9,Installation Delay,1
C3085,R003,AC,2024-06-29,2.0,None,3
C5443,R003,Smartphone,2024-01-31,5.0,Late Delivery,5
C5832,R001,Smartphone,2024-01-13,2.6,Rude Staff,3
C6139,R007,AC,2024-03-13,3.5,Unresponsive Support,3
C8126,R005,Laptop,2024-03-13,4.1,None,5
C2850,R004,Washing Machine,2024-01-13,3.2,Unresponsive Support,3
C2821,R005,Smartphone,2024-02-16,4.5,Installation Delay,3
C8839,R001,Washing Machine,2024-02-05,3.9,Rude Staff,5
C1758,R001,Smartphone,2024-05-31,4.1,Installation Delay,4
C3421,R009,AC,2024-05-07,4.5,Late Delivery,5
C7080,R006,TV,2024-06-30,4.2,None,4
C3625,R008,Smartphone,2024-05-25,3.2,Rude Staff,5
C2963,R002,Washing Machine,2024-01-14,4.9,None,3
C8069,R001,Washing Machine,2024-01-24,4.4,Product Defect,3
