date,region_id,product_category,brand,units_sold,price,marketing_spend
2024-03-29,R003,Washing Machine,Samsung,111,75000,10718
2024-03-29,R004,Laptop,Whirlpool,74,60000,11387
2024-03-29,R004,Smartphone,HP,37,75000,34046
2024-03-29,R004,AC,HP,105,60000,37556
2024-03-29,R004,TV,LG,60,75000,21020
2024-03-29,R004,Washing Machine,Whirlpool,63,45000,38770
2024-03-29,R005,Laptop,Samsung,102,75000,7446
2024-03-29,R005,Smartphone,Sony,79,60000,39824
2024-03-29,R005,AC,Whirlpool,36,60000,28199
2024-03-29,R005,TV,Samsung,37,75000,20435
2024-03-29,R005,Washing Machine,Whirlpool,83,75000,33681
2024-03-29,R006,Laptop,HP,76,60000,25140
2024-03-29,R006,Smartphone,HP,63,75000,18486
2024-03-29,R006,AC,Whirlpool,118,75000,10659
2024-03-29,R006,TV,HP,61,75000,27314
2024-03-29,R006,Washing Machine,HP,102,60000,13397
2024-03-29,R007,Laptop,Samsung,121,75000,37400
2024-03-29,R007,Smartphone,Whirlpool,98,60000,19634
2024-03-29,R007,AC,Samsung,32,20000,7632
2024-03-29,R007,TV,LG,102,60000,29220
2024-03-29,R007,Washing Machine,Samsung,146,45000,11080
2024-03-29,R008,Laptop,LG,46,20000,37285
2024-03-29,R008,Smartphone,Sony,61,45000,35918
2024-03-29,R008,AC,HP,51,60000,31097
2024-03-29,R008,TV,Samsung,111,30000,6941
2024-03-29,R008,Washing Machine,HP,37,30000,36748
2024-03-29,R009,Laptop,LG,135,45000,6603
2024-03-29,R009,Smartphone,Whirlpool,116,45000,7996
2024-03-29,R009,AC,HP,130,45000,11373
2024-03-29,R009,TV,Samsung,112,60000,10833
2024-03-29,R009,Washing Machine,Sony,143,20000,36262
2024-03-29,R010,Laptop,Whirlpool,112,30000,35519
2024-03-29,R010,Smartphone,Whirlpool,58,20000,26202
2024-03-29,R010,AC,HP,80,30000,36083
2024-03-29,R010,TV,Whirlpool,149,20000,36521
2024-03-29,R010,Washing Machine,Sony,121,30000,14111
2024-03-30,R001,Laptop,HP,82,45000,37586
2024-03-30,R001,Smartphone,Samsung,47,20000,23598
2024-03-30,R001,AC,LG,127,45000,23263
2024-03-30,R001,TV,Whirlpool,59,20000,31417
2024-03-30,R001,Washing Machine,HP,97,45000,29945
2024-03-30,R002,Laptop,HP,73,75000,5771
2024-03-30,R002,Smartphone,LG,135,20000,33598
2024-03-30,R002,AC,Sony,52,75000,39820
2024-03-30,R002,TV,Whirlpool,63,30000,28738
2024-03-30,R002,Washing Machine,Sony,40,30000,9541
2024-03-30,R003,Laptop,Samsung,36,30000,13288
2024-03-30,R003,Smartphone,Sony,53,60000,9889
2024-03-30,R003,AC,HP,135,20000,34612
2024-03-30,R003,TV,LG,68,75000,31809
2024-03-30,R003,Washing Machine,LG,51,20000,24298
2024-03-30,R004,Laptop,LG,23,20000,31888
2024-03-30,R004,Smartphone,HP,134,75000,38549
2024-03-30,R004,AC,HP,104,60000,36924
2024-03-30,R004,TV,LG,72,60000,39353
2024-03-30,R004,Washing Machine,Sony,128,60000,18216
2024-03-30,R005,Laptop,Sony,136,45000,21104
2024-03-30,R005,Smartphone,HP,135,75000,28950
2024-03-30,R005,AC,LG,142,45000,17159
2024-03-30,R005,TV,Sony,63,20000,24402
2024-03-30,R005,Washing Machine,Sony,145,45000,5677
2024-03-30,R006,Laptop,LG,126,30000,24083
2024-03-30,R006,Smartphone,Whirlpool,108,60000,17935
2024-03-30,R006,AC,Samsung,138,20000,20687
2024-03-30,R006,TV,Sony,25,45000,34031
2024-03-30,R006,Washing Machine,HP,94,45000,37253
2024-03-30,R007,Laptop,HP,69,60000,21653
2024-03-30,R007,Smartphone,Sony,124,75000,33295
2024-03-30,R007,AC,Whirlpool,73,45000,33548
2024-03-30,R007,TV,LG,23,60000,31351
2024-03-30,R007,Washing Machine,Whirlpool,50,45000,33354
2024-03-30,R008,Laptop,LG,93,30000,37002
2024-03-30,R008,Smartphone,Sony,28,60000,14839
2024-03-30,R008,AC,HP,59,20000,31539
2024-03-30,R008,TV,Samsung,106,20000,27394
2024-03-30,R008,Washing Machine,Whirlpool,20,45000,33435
2024-03-30,R009,Laptop,Sony,24,20000,25943
2024-03-30,R009,Smartphone,Sony,48,20000,7114
2024-03-30,R009,AC,HP,78,60000,32504
2024-03-30,R009,TV,LG,91,75000,30263
2024-03-30,R009,Washing Machine,HP,54,20000,37861
2024-03-30,R010,Laptop,Sony,61,30000,23960
2024-03-30,R010,Smartphone,Whirlpool,21,20000,33790
2024-03-30,R010,AC,LG,53,75000,7143
2024-03-30,R010,TV,Whirlpool,140,30000,25922
2024-03-30,R010,Washing Machine,Sony,46,30000,26778
2024-03-31,R001,Laptop,Samsung,61,20000,12474
2024-03-31,R001,Smartphone,Sony,117,75000,21141
2024-03-31,R001,AC,LG,31,60000,10267
2024-03-31,R001,TV,HP,129,30000,9770
2024-03-31,R001,Washing Machine,Sony,140,60000,21154
2024-03-31,R002,Laptop,Samsung,26,20000,37957
2024-03-31,R002,Smartphone,LG,43,45000,27618
2024-03-31,R002,AC,Sony,37,20000,9161
2024-03-31,R002,TV,Sony,33,45000,39555
2024-03-31,R002,Washing Machine,Samsung,130,75000,36836
2024-03-31,R003,Laptop,Whirlpool,113,30000,11510
2024-03-31,R003,Smartphone,HP,29,60000,34179
2024-03-31,R003,AC,Samsung,62,20000,31678
2024-03-31,R003,TV,Sony,117,60000,6785
2024-03-31,R003,Washing Machine,Samsung,95,30000,6586
2024-03-31,R004,Laptop,Sony,45,60000,20560
2024-03-31,R004,Smartphone,Whirlpool,25,45000,12350
2024-03-31,R004,AC,LG,65,45000,17101
2024-03-31,R004,TV,HP,102,20000,6210
2024-03-31,R004,Washing Machine,LG,131,60000,16637
2024-03-31,R005,Laptop,LG,139,45000,31428
2024-03-31,R005,Smartphone,Samsung,126,20000,25308
2024-03-31,R005,AC,LG,88,30000,25336
2024-03-31,R005,TV,LG,72,30000,8440
2024-03-31,R005,Washing Machine,Sony,93,20000,10248
2024-03-31,R006,Laptop,Samsung,148,45000,25907
2024-03-31,R006,Smartphone,LG,60,75000,13183
2024-03-31,R006,AC,LG,132,20000,37730
2024-03-31,R006,TV,HP,132,20000,22635
2024-03-31,R006,Washing Machine,Sony,90,75000,34425
2024-03-31,R007,Laptop,Sony,100,20000,21587
2024-03-31,R007,Smartphone,LG,107,60000,34268
2024-03-31,R007,AC,Samsung,133,20000,17583
2024-03-31,R007,TV,HP,80,20000,10957
2024-03-31,R007,Washing Machine,HP,113,45000,27200
2024-03-31,R008,Laptop,Sony,109,45000,14803
2024-03-31,R008,Smartphone,LG,109,30000,8755
2024-03-31,R008,AC,Sony,107,45000,17000
2024-03-31,R008,TV,Whirlpool,147,20000,27556
2024-03-31,R008,Washing Machine,HP,50,60000,29616
2024-03-31,R009,Laptop,Sony,99,30000,24695
2024-03-31,R009,Smartphone,LG,92,75000,31527
2024-03-31,R009,AC,Sony,148,45000,27006
2024-03-31,R009,TV,HP,135,60000,6419
2024-03-31,R009,Washing Machine,LG,118,20000,6666
2024-03-31,R010,Laptop,HP,70,45000,5195
2024-03-31,R010,Smartphone,Sony,119,30000,34692
2024-03-31,R010,AC,LG,72,60000,29867
2024-03-31,R010,TV,LG,123,60000,20559
2024-03-31,R010,Washing Machine,Whirlpool,22,30000,14422
2024-04-01,R001,Laptop,Sony,61,30000,5314
2024-04-01,R001,Smartphone,HP,58,45000,19386
2024-04-01,R001,AC,Whirlpool,98,20000,16462
2024-04-01,R001,TV,Samsung,54,75000,29696
2024-04-01,R001,Washing Machine,Whirlpool,87,60000,22449
2024-04-01,R002,Laptop,HP,67,60000,23719
2024-04-01,R002,Smartphone,HP,120,75000,32999
2024-04-01,R002,AC,Samsung,35,75000,22757
2024-04-01,R002,TV,LG,33,60000,30549
2024-04-01,R002,Washing Machine,Whirlpool,125,20000,8852
2024-04-01,R003,Laptop,Sony,88,45000,30653
2024-04-01,R003,Smartphone,Samsung,82,45000,32615
2024-04-01,R003,AC,LG,149,45000,27375
2024-04-01,R003,TV,HP,89,20000,37119
2024-04-01,R003,Washing Machine,HP,51,60000,38093
2024-04-01,R004,Laptop,Samsung,119,75000,28878
2024-04-01,R004,Smartphone,LG,71,45000,24962
2024-04-01,R004,AC,HP,25,30000,9308
2024-04-01,R004,TV,Samsung,130,45000,34210
2024-04-01,R004,Washing Machine,HP,41,20000,33643
2024-04-01,R005,Laptop,Samsung,90,45000,21900
2024-04-01,R005,Smartphone,LG,36,45000,29797
2024-04-01,R005,AC,Samsung,67,30000,8412
2024-04-01,R005,TV,LG,93,75000,15673
2024-04-01,R005,Washing Machine,LG,27,60000,7174
2024-04-01,R006,Laptop,Sony,49,60000,27852
2024-04-01,R006,Smartphone,HP,59,45000,32615
2024-04-01,R006,AC,Sony,147,30000,14550
2024-04-01,R006,TV,Sony,20,30000,15015
2024-04-01,R006,Washing Machine,Samsung,59,30000,26779
2024-04-01,R007,Laptop,LG,91,30000,24802
2024-04-01,R007,Smartphone,LG,111,30000,6413
2024-04-01,R007,AC,Samsung,82,45000,26657
2024-04-01,R007,TV,Whirlpool,87,20000,15832
2024-04-01,R007,Washing Machine,HP,98,45000,27507
2024-04-01,R008,Laptop,Sony,72,60000,29854
2024-04-01,R008,Smartphone,Whirlpool,72,30000,20045
2024-04-01,R008,AC,LG,80,75000,10079
2024-04-01,R008,TV,LG,105,30000,35114
2024-04-01,R008,Washing Machine,Samsung,130,20000,13598
2024-04-01,R009,Laptop,Sony,73,45000,13975
2024-04-01,R009,Smartphone,LG,65,30000,20281
2024-04-01,R009,AC,Whirlpool,59,60000,34317
2024-04-01,R009,TV,Whirlpool,88,75000,22347
2024-04-01,R009,Washing Machine,Samsung,68,60000,18119
2024-04-01,R010,Laptop,LG,92,75000,10510
2024-04-01,R010,Smartphone,Sony,120,45000,7717
2024-04-01,R010,AC,HP,31,20000,14185
2024-04-01,R010,TV,Sony,68,60000,18480
2024-04-01,R010,Washing Machine,Samsung,106,45000,8424
2024-04-02,R001,Laptop,HP,127,20000,29459
2024-04-02,R001,Smartphone,HP,100,45000,13517
2024-04-02,R001,AC,LG,84,20000,38124
2024-04-02,R001,TV,Whirlpool,53,30000,23426
2024-04-02,R001,Washing Machine,Samsung,112,45000,27991
2024-04-02,R002,Laptop,Samsung,141,30000,30448
2024-04-02,R002,Smartphone,HP,117,30000,9323
2024-04-02,R002,AC,Whirlpool,74,20000,20049
2024-04-02,R002,TV,Sony,130,20000,39031
2024-04-02,R002,Washing Machine,LG,93,45000,12426
2024-04-02,R003,Laptop,Samsung,41,30000,12665
2024-04-02,R003,Smartphone,Whirlpool,125,20000,15572
2024-04-02,R003,AC,Samsung,109,45000,15795
2024-04-02,R003,TV,HP,106,20000,33233
2024-04-02,R003,Washing Machine,Whirlpool,110,30000,10206
2024-04-02,R004,Laptop,Samsung,81,60000,5750
2024-04-02,R004,Smartphone,Sony,86,30000,32647
2024-04-02,R004,AC,LG,138,20000,31362
2024-04-02,R004,TV,LG,30,20000,13987
2024-04-02,R004,Washing Machine,LG,47,20000,28752
2024-04-02,R005,Laptop,Sony,39,30000,32872
2024-04-02,R005,Smartphone,HP,25,60000,12976
2024-04-02,R005,AC,HP,88,20000,32238
2024-04-02,R005,TV,Whirlpool,149,20000,20592
2024-04-02,R005,Washing Machine,Samsung,71,75000,7075
2024-04-02,R006,Laptop,LG,55,75000,34632
2024-04-02,R006,Smartphone,LG,135,75000,18086
2024-04-02,R006,AC,LG,98,60000,16858
2024-04-02,R006,TV,LG,64,75000,15521
2024-04-02,R006,Washing Machine,LG,29,60000,17873
2024-04-02,R007,Laptop,Whirlpool,51,20000,35785
2024-04-02,R007,Smartphone,Samsung,103,60000,6310
2024-04-02,R007,AC,Samsung,92,20000,15533
2024-04-02,R007,TV,LG,34,20000,7134
2024-04-02,R007,Washing Machine,HP,54,60000,36919
2024-04-02,R008,Laptop,Sony,123,30000,36660
2024-04-02,R008,Smartphone,Samsung,22,60000,36893
2024-04-02,R008,AC,HP,71,20000,28805
2024-04-02,R008,TV,Samsung,102,20000,37851
2024-04-02,R008,Washing Machine,Whirlpool,24,60000,8825
2024-04-02,R009,Laptop,Sony,52,20000,9620
2024-04-02,R009,Smartphone,Whirlpool,32,30000,25980
2024-04-02,R009,AC,Samsung,22,75000,15961
2024-04-02,R009,TV,Whirlpool,21,75000,5045
2024-04-02,R009,Washing Machine,Samsung,78,20000,37816
2024-04-02,R010,Laptop,Sony,104,30000,25904
2024-04-02,R010,Smartphone,HP,69,45000,13644
2024-04-02,R010,AC,HP,95,30000,13536
2024-04-02,R010,TV,Samsung,39,75000,13188
2024-04-02,R010,Washing Machine,Whirlpool,66,60000,23859
2024-04-03,R001,Laptop,LG,87,20000,28510
2024-04-03,R001,Smartphone,Samsung,91,75000,33783
2024-04-03,R001,AC,LG,52,60000,12012
2024-04-03,R001,TV,LG,54,30000,13285
2024-04-03,R001,Washing Machine,Samsung,102,75000,35667
2024-04-03,R002,Laptop,HP,119,60000,37428
2024-04-03,R002,Smartphone,Samsung,135,20000,31364
2024-04-03,R002,AC,Whirlpool,89,60000,22262
2024-04-03,R002,TV,LG,117,30000,10186
2024-04-03,R002,Washing Machine,HP,64,30000,19453
2024-04-03,R003,Laptop,Sony,103,45000,29538
2024-04-03,R003,Smartphone,HP,108,45000,7013
2024-04-03,R003,AC,Samsung,100,20000,36389
2024-04-03,R003,TV,Sony,115,75000,15290
2024-04-03,R003,Washing Machine,Sony,26,45000,9294
2024-04-03,R004,Laptop,Samsung,98,30000,14239
2024-04-03,R004,Smartphone,LG,75,60000,27781
2024-04-03,R004,AC,Whirlpool,105,45000,38252
2024-04-03,R004,TV,Samsung,138,75000,14501
2024-04-03,R004,Washing Machine,LG,37,75000,36364
2024-04-03,R005,Laptop,Whirlpool,35,20000,25076
2024-04-03,R005,Smartphone,Samsung,146,45000,15133
2024-04-03,R005,AC,Whirlpool,55,20000,30361
2024-04-03,R005,TV,Sony,130,75000,20563
2024-04-03,R005,Washing Machine,Samsung,35,75000,28909
2024-04-03,R006,Laptop,HP,144,30000,28322
2024-04-03,R006,Smartphone,LG,144,20000,39055
2024-04-03,R006,AC,Samsung,124,60000,14839
2024-04-03,R006,TV,Whirlpool,98,45000,18414
2024-04-03,R006,Washing Machine,LG,135,60000,29242
2024-04-03,R007,Laptop,Sony,45,45000,25416
2024-04-03,R007,Smartphone,Sony,86,75000,27726
2024-04-03,R007,AC,Samsung,146,75000,12413
2024-04-03,R007,TV,Whirlpool,41,75000,13240
2024-04-03,R007,Washing Machine,Samsung,118,45000,9861
2024-04-03,R008,Laptop,Samsung,57,75000,27273
2024-04-03,R008,Smartphone,Whirlpool,113,20000,13610
2024-04-03,R008,AC,LG,92,75000,15838
2024-04-03,R008,TV,LG,29,20000,28739
2024-04-03,R008,Washing Machine,Whirlpool,79,30000,30919
2024-04-03,R009,Laptop,LG,79,20000,9829
2024-04-03,R009,Smartphone,Samsung,102,75000,16527
2024-04-03,R009,AC,LG,105,45000,11114
2024-04-03,R009,TV,Whirlpool,33,45000,25294
2024-04-03,R009,Washing Machine,Samsung,109,60000,26527
2024-04-03,R010,Laptop,Whirlpool,108,30000,21010
2024-04-03,R010,Smartphone,Samsung,77,20000,33066
2024-04-03,R010,AC,Sony,142,60000,10412
2024-04-03,R010,TV,Sony,123,20000,16862
2024-04-03,R010,Washing Machine,HP,20,30000,28249
2024-04-04,R001,Laptop,HP,140,20000,37480
2024-04-04,R001,Smartphone,Sony,52,45000,12820
2024-04-04,R001,AC,LG,124,60000,22566
2024-04-04,R001,TV,HP,86,45000,15484
2024-04-04,R001,Washing Machine,LG,107,60000,14235
2024-04-04,R002,Laptop,HP,94,20000,33629
2024-04-04,R002,Smartphone,Whirlpool,85,45000,31885
2024-04-04,R002,AC,HP,79,30000,32824
2024-04-04,R002,TV,Whirlpool,132,45000,38888
2024-04-04,R002,Washing Machine,Samsung,144,20000,17246
2024-04-04,R003,Laptop,HP,65,30000,20603
2024-04-04,R003,Smartphone,Samsung,114,75000,38362
2024-04-04,R003,AC,LG,21,75000,24812
2024-04-04,R003,TV,HP,133,20000,9710
2024-04-04,R003,Washing Machine,Samsung,132,20000,36148
2024-04-04,R004,Laptop,LG,47,60000,33608
2024-04-04,R004,Smartphone,Sony,29,30000,11239
2024-04-04,R004,AC,Whirlpool,96,60000,6973
2024-04-04,R004,TV,Samsung,60,75000,9563
2024-04-04,R004,Washing Machine,HP,57,75000,38296
2024-04-04,R005,Laptop,LG,74,20000,22446
2024-04-04,R005,Smartphone,Sony,40,45000,29705
2024-04-04,R005,AC,Whirlpool,72,20000,28472
2024-04-04,R005,TV,LG,38,75000,35008
2024-04-04,R005,Washing Machine,HP,26,75000,32101
2024-04-04,R006,Laptop,HP,31,75000,6570
2024-04-04,R006,Smartphone,Whirlpool,63,75000,9626
2024-04-04,R006,AC,Whirlpool,33,30000,14883
2024-04-04,R006,TV,LG,27,20000,27441
2024-04-04,R006,Washing Machine,HP,150,30000,33967
2024-04-04,R007,Laptop,LG,27,75000,35182
2024-04-04,R007,Smartphone,HP,39,75000,37664
2024-04-04,R007,AC,Sony,149,30000,34995
2024-04-04,R007,TV,LG,75,45000,30166
2024-04-04,R007,Washing Machine,HP,128,60000,22692
2024-04-04,R008,Laptop,Sony,87,60000,7086
2024-04-04,R008,Smartphone,HP,149,30000,18848
2024-04-04,R008,AC,Samsung,126,45000,7300
2024-04-04,R008,TV,LG,50,20000,13559
2024-04-04,R008,Washing Machine,Samsung,94,75000,8183
2024-04-04,R009,Laptop,Whirlpool,27,75000,11764
2024-04-04,R009,Smartphone,Whirlpool,101,30000,32628
2024-04-04,R009,AC,Whirlpool,117,30000,38928
2024-04-04,R009,TV,LG,127,60000,9153
2024-04-04,R009,Washing Machine,Whirlpool,127,60000,24499
2024-04-04,R010,Laptop,LG,97,60000,28358
2024-04-04,R010,Smartphone,Whirlpool,63,30000,17457
2024-04-04,R010,AC,Whirlpool,138,60000,23270
2024-04-04,R010,TV,Samsung,64,60000,21695
2024-04-04,R010,Washing Machine,HP,148,30000,17844
2024-04-05,R001,Laptop,Samsung,134,30000,9231
2024-04-05,R001,Smartphone,Whirlpool,141,60000,35666
2024-04-05,R001,AC,Sony,115,75000,34642
2024-04-05,R001,TV,HP,137,60000,36088
2024-04-05,R001,Washing Machine,Whirlpool,54,20000,8264
2024-04-05,R002,Laptop,LG,75,45000,18146
2024-04-05,R002,Smartphone,Samsung,105,60000,23173
2024-04-05,R002,AC,LG,44,45000,7211
2024-04-05,R002,TV,Whirlpool,29,20000,15487
2024-04-05,R002,Washing Machine,Samsung,34,75000,28169
2024-04-05,R003,Laptop,HP,134,75000,9287
2024-04-05,R003,Smartphone,Whirlpool,67,20000,32339
2024-04-05,R003,AC,Whirlpool,52,30000,5701
2024-04-05,R003,TV,HP,100,75000,38109
2024-04-05,R003,Washing Machine,Sony,72,45000,30504
2024-04-05,R004,Laptop,Whirlpool,80,60000,31976
2024-04-05,R004,Smartphone,Whirlpool,139,60000,5745
2024-04-05,R004,AC,LG,59,60000,30654
2024-04-05,R004,TV,Samsung,65,75000,23908
2024-04-05,R004,Washing Machine,HP,47,60000,38389
2024-04-05,R005,Laptop,Sony,147,30000,28172
2024-04-05,R005,Smartphone,Whirlpool,46,60000,31669
2024-04-05,R005,AC,LG,53,75000,23035
2024-04-05,R005,TV,Whirlpool,78,60000,11985
2024-04-05,R005,Washing Machine,LG,127,60000,33990
2024-04-05,R006,Laptop,Samsung,46,20000,17977
2024-04-05,R006,Smartphone,Whirlpool,55,45000,11982
2024-04-05,R006,AC,Sony,115,45000,36263
2024-04-05,R006,TV,Whirlpool,48,75000,10919
2024-04-05,R006,Washing Machine,Samsung,76,75000,6277
2024-04-05,R007,Laptop,Whirlpool,59,60000,23464
2024-04-05,R007,Smartphone,LG,139,20000,18882
2024-04-05,R007,AC,LG,32,20000,16804
2024-04-05,R007,TV,Samsung,55,75000,11635
2024-04-05,R007,Washing Machine,Whirlpool,93,30000,12343
2024-04-05,R008,Laptop,HP,48,30000,10176
2024-04-05,R008,Smartphone,LG,143,75000,8946
2024-04-05,R008,AC,Samsung,89,20000,38734
2024-04-05,R008,TV,Whirlpool,116,60000,33188
2024-04-05,R008,Washing Machine,HP,89,45000,31733
2024-04-05,R009,Laptop,Whirlpool,55,45000,38097
2024-04-05,R009,Smartphone,Sony,77,60000,16385
2024-04-05,R009,AC,Whirlpool,70,20000,32944
2024-04-05,R009,TV,Whirlpool,124,45000,37635
2024-04-05,R009,Washing Machine,HP,105,20000,36548
2024-04-05,R010,Laptop,LG,112,45000,19455
2024-04-05,R010,Smartphone,Whirlpool,109,20000,12462
2024-04-05,R010,AC,Sony,145,45000,26374
2024-04-05,R010,TV,HP,79,30000,12316
2024-04-05,R010,Washing Machine,Sony,66,75000,17415
2024-04-06,R001,Laptop,Whirlpool,61,75000,19517
2024-04-06,R001,Smartphone,Samsung,57,45000,26019
2024-04-06,R001,AC,Sony,66,45000,28526
2024-04-06,R001,TV,LG,87,60000,32479
2024-04-06,R001,Washing Machine,Sony,48,45000,14381
2024-04-06,R002,Laptop,LG,120,75000,36058
2024-04-06,R002,Smartphone,LG,119,20000,6231
2024-04-06,R002,AC,Whirlpool,111,60000,13277
2024-04-06,R002,TV,Sony,95,60000,18801
2024-04-06,R002,Washing Machine,Whirlpool,53,30000,19580
2024-04-06,R003,Laptop,LG,43,45000,11503
2024-04-06,R003,Smartphone,Whirlpool,140,45000,18453
2024-04-06,R003,AC,HP,125,45000,28282
2024-04-06,R003,TV,Sony,106,30000,20070
2024-04-06,R003,Washing Machine,Sony,126,75000,39567
2024-04-06,R004,Laptop,Samsung,85,30000,25780
2024-04-06,R004,Smartphone,Sony,68,30000,8281
2024-04-06,R004,AC,Whirlpool,40,30000,39742
2024-04-06,R004,TV,HP,145,60000,15824
2024-04-06,R004,Washing Machine,LG,138,60000,25432
2024-04-06,R005,Laptop,Samsung,79,60000,39844
2024-04-06,R005,Smartphone,LG,46,75000,15401
2024-04-06,R005,AC,Whirlpool,142,75000,15849
2024-04-06,R005,TV,Whirlpool,56,75000,16520
2024-04-06,R005,Washing Machine,HP,119,45000,13068
2024-04-06,R006,Laptop,Samsung,62,45000,31053
2024-04-06,R006,Smartphone,Whirlpool,130,75000,28820
2024-04-06,R006,AC,Samsung,106,45000,28907
2024-04-06,R006,TV,Sony,24,45000,6769
2024-04-06,R006,Washing Machine,Samsung,54,30000,29038
2024-04-06,R007,Laptop,Whirlpool,124,30000,32383
2024-04-06,R007,Smartphone,Samsung,30,60000,31049
2024-04-06,R007,AC,LG,150,20000,12548
2024-04-06,R007,TV,Sony,78,30000,35243
2024-04-06,R007,Washing Machine,Sony,102,20000,37627
2024-04-06,R008,Laptop,LG,36,30000,25977
2024-04-06,R008,Smartphone,Whirlpool,119,45000,11804
2024-04-06,R008,AC,Samsung,58,60000,16369
2024-04-06,R008,TV,Whirlpool,96,30000,10300
2024-04-06,R008,Washing Machine,Samsung,31,45000,9805
2024-04-06,R009,Laptop,Samsung,145,20000,32167
2024-04-06,R009,Smartphone,Samsung,100,20000,26978
2024-04-06,R009,AC,Whirlpool,53,20000,20565
2024-04-06,R009,TV,Samsung,38,75000,31246
2024-04-06,R009,Washing Machine,Whirlpool,79,75000,25350
2024-04-06,R010,Laptop,HP,27,60000,20292
2024-04-06,R010,Smartphone,HP,120,20000,9126
2024-04-06,R010,AC,HP,74,30000,28982
2024-04-06,R010,TV,Samsung,55,75000,26997
2024-04-06,R010,Washing Machine,Samsung,128,30000,31802
2024-04-07,R001,Laptop,LG,78,60000,24216
2024-04-07,R001,Smartphone,Samsung,129,75000,35640
2024-04-07,R001,AC,Whirlpool,119,20000,22928
2024-04-07,R001,TV,Whirlpool,42,45000,37560
2024-04-07,R001,Washing Machine,Samsung,139,20000,25272
2024-04-07,R002,Laptop,Samsung,39,75000,6966
2024-04-07,R002,Smartphone,Sony,57,75000,12055
2024-04-07,R002,AC,Whirlpool,58,75000,29321
2024-04-07,R002,TV,LG,87,60000,36164
2024-04-07,R002,Washing Machine,Whirlpool,43,20000,22980
2024-04-07,R003,Laptop,HP,94,60000,23164
2024-04-07,R003,Smartphone,HP,60,30000,13981
2024-04-07,R003,AC,LG,144,75000,38606
2024-04-07,R003,TV,HP,146,60000,9098
2024-04-07,R003,Washing Machine,Whirlpool,38,20000,27448
2024-04-07,R004,Laptop,Whirlpool,47,60000,37688
2024-04-07,R004,Smartphone,HP,80,20000,14568
2024-04-07,R004,AC,HP,80,30000,24875
2024-04-07,R004,TV,Samsung,131,45000,8512
2024-04-07,R004,Washing Machine,HP,113,60000,24452
2024-04-07,R005,Laptop,Samsung,126,75000,37967
2024-04-07,R005,Smartphone,Sony,99,45000,39228
2024-04-07,R005,AC,Whirlpool,65,60000,24930
2024-04-07,R005,TV,Samsung,32,30000,10592
2024-04-07,R005,Washing Machine,Samsung,114,60000,30204
2024-04-07,R006,Laptop,Sony,114,45000,15188
2024-04-07,R006,Smartphone,HP,30,20000,18277
2024-04-07,R006,AC,HP,113,60000,29583
2024-04-07,R006,TV,HP,39,20000,22857
2024-04-07,R006,Washing Machine,Samsung,125,45000,11441
2024-04-07,R007,Laptop,Sony,44,30000,12058
2024-04-07,R007,Smartphone,Whirlpool,139,30000,26099
2024-04-07,R007,AC,HP,25,60000,8911
2024-04-07,R007,TV,LG,59,30000,37117
2024-04-07,R007,Washing Machine,Sony,117,30000,20318
2024-04-07,R008,Laptop,Whirlpool,71,20000,18943
2024-04-07,R008,Smartphone,Whirlpool,55,45000,32798
2024-04-07,R008,AC,Sony,124,20000,16213
2024-04-07,R008,TV,Samsung,45,30000,7558
2024-04-07,R008,Washing Machine,HP,142,60000,8941
2024-04-07,R009,Laptop,Whirlpool,79,20000,21802
2024-04-07,R009,Smartphone,Sony,66,60000,5749
2024-04-07,R009,AC,Sony,27,20000,12635
2024-04-07,R009,TV,HP,128,30000,24658
2024-04-07,R009,Washing Machine,Samsung,83,30000,15032
2024-04-07,R010,Laptop,Samsung,40,75000,31642
2024-04-07,R010,Smartphone,Whirlpool,111,45000,21511
2024-04-07,R010,AC,HP,93,20000,33346
2024-04-07,R010,TV,HP,131,45000,11505
2024-04-07,R010,Washing Machine,Whirlpool,65,20000,22809
2024-04-08,R001,Laptop,Sony,138,45000,15791
2024-04-08,R001,Smartphone,Samsung,95,45000,39139
2024-04-08,R001,AC,Whirlpool,78,60000,23917
2024-04-08,R001,TV,LG,140,75000,14311
2024-04-08,R001,Washing Machine,Samsung,80,75000,33401
2024-04-08,R002,Laptop,LG,145,20000,20067
2024-04-08,R002,Smartphone,Sony,75,30000,14308
2024-04-08,R002,AC,HP,58,75000,26681
2024-04-08,R002,TV,Whirlpool,67,20000,24533
2024-04-08,R002,Washing Machine,Whirlpool,100,75000,22355
2024-04-08,R003,Laptop,HP,47,45000,33959
2024-04-08,R003,Smartphone,Whirlpool,102,60000,32993
2024-04-08,R003,AC,Sony,29,20000,17484
2024-04-08,R003,TV,HP,103,45000,38466
2024-04-08,R003,Washing Machine,LG,80,75000,17031
2024-04-08,R004,Laptop,Whirlpool,24,45000,5292
2024-04-08,R004,Smartphone,Samsung,110,75000,37709
2024-04-08,R004,AC,HP,24,20000,23272
2024-04-08,R004,TV,HP,75,45000,5062
2024-04-08,R004,Washing Machine,LG,132,20000,33813
2024-04-08,R005,Laptop,Samsung,59,45000,38827
2024-04-08,R005,Smartphone,LG,90,75000,27965
2024-04-08,R005,AC,HP,38,45000,24117
2024-04-08,R005,TV,Sony,150,20000,13052
2024-04-08,R005,Washing Machine,Samsung,83,75000,13589
2024-04-08,R006,Laptop,HP,77,20000,11703
